module,rank,record id,file name,mount pt,fs type,LUSTRE_COMP1_EXT_END,LUSTRE_COMP1_EXT_START,LUSTRE_COMP1_FLAGS,LUSTRE_COMP1_MIRROR_ID,LUSTRE_COMP1_OST_ID_0,LUSTRE_COMP1_POOL_NAME,LUSTRE_COMP1_STRIPE_COUNT,LUSTRE_COMP1_STRIPE_PATTERN,LUSTRE_COMP1_STRIPE_SIZE,LUSTRE_COMP2_EXT_END,LUSTRE_COMP2_EXT_START,LUSTRE_COMP2_FLAGS,LUSTRE_COMP2_MIRROR_ID,LUSTRE_COMP2_OST_ID_0,LUSTRE_COMP2_POOL_NAME,LUSTRE_COMP2_STRIPE_COUNT,LUSTRE_COMP2_STRIPE_PATTERN,LUSTRE_COMP2_STRIPE_SIZE,LUSTRE_NUM_COMPONENTS,LUSTRE_NUM_STRIPES
LUSTRE,0,10008402697919846957,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/_bootlocale.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10033329627678648582,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/omegaconf/resolvers/oc/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,10,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10054016003771418426,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/function_base.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10128179409280712821,/projects/bdau/envs/sc2026/lib/python3.9/ctypes/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,3,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1021241264211539863,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/pkgutil.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10299882467535921726,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/lib/__pycache__/_polynomial_impl.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10426922867304815013,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/dlio_benchmark/utils/config.py,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10536254551974245354,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/bottleneck/slow/__pycache__/nonreduce_axis.cpython-39.pyc,/projects,lustre,65536,0,init,0,31,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10539491012954191124,/projects/bdau/envs/sc2026/lib/python3.9/json/__pycache__/decoder.cpython-39.pyc,/projects,lustre,65536,0,init,0,27,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10548518537858369264,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/omegaconf/__pycache__/version.cpython-39.pyc,/projects,lustre,65536,0,init,0,0,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10580608979045136723,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/dfa/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,30,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10593444704213458454,/projects/bdau/envs/sc2026/lib/python3.9/importlib/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10629039397319327543,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/packaging/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,26,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10633988144903246125,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_typing/__pycache__/_array_like.cpython-39.pyc,/projects,lustre,65536,0,init,0,21,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10666399767356361337,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/dateutil/tz/__pycache__/_factories.cpython-39.pyc,/projects,lustre,65536,0,init,0,0,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10690739553600014711,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pytz/__pycache__/exceptions.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1069701907309053436,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/__pycache__/__config__.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10739874897871502257,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/_libs/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1076029983584003043,/projects/bdau/envs/sc2026/lib/python3.9/urllib/__pycache__/parse.cpython-39.pyc,/projects,lustre,65536,0,init,0,21,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10775298424573201643,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/__pycache__/sorting.cpython-39.pyc,/projects,lustre,65536,0,init,0,2,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10778869610085664450,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/dtypes/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,20,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10795463043270049245,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/__pycache__/api.cpython-39.pyc,/projects,lustre,65536,0,init,0,3,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10933638305414772192,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/hydra/core/__pycache__/global_hydra.cpython-39.pyc,/projects,lustre,65536,0,init,0,28,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,10937415129758637523,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/_dtype_ctypes.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1101673487805915892,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/atn/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11080587508089489133,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/atn/__pycache__/ATNSimulator.cpython-39.pyc,/projects,lustre,65536,0,init,0,21,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11207349633113311463,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/hydra/_internal/utils.py,/projects,lustre,65536,0,init,0,20,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11227201510251391062,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/dtypes/__pycache__/generic.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11246036138941243226,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/_ufunc_config.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11254341362669703388,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/tree/__pycache__/RuleTagToken.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11302182019015371793,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/argparse.cpython-39.pyc,/projects,lustre,65536,0,init,0,2,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1131484862269138438,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_typing/__pycache__/_scalars.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11317959238820022279,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/omegaconf/__pycache__/listconfig.cpython-39.pyc,/projects,lustre,65536,0,init,0,30,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11324328910733365539,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/lib/__pycache__/_index_tricks_impl.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11326151077023223924,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/__pycache__/ListTokenSource.cpython-39.pyc,/projects,lustre,65536,0,init,0,21,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1135948088686870840,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/_distutils_hack/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11359884288279777600,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numexpr/__pycache__/version.cpython-39.pyc,/projects,lustre,65536,0,init,0,2,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11366533316815836015,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/textwrap.cpython-39.pyc,/projects,lustre,65536,0,init,0,10,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11397416879258065958,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/atn/__pycache__/LexerATNSimulator.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11419044605237025253,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/numerictypes.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11429686320335003750,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/contextlib.cpython-39.pyc,/projects,lustre,65536,0,init,0,8,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11494514340341067571,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/arrays/arrow/__pycache__/accessors.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11518093219599678372,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11541254563287431508,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/_add_newdocs.cpython-39.pyc,/projects,lustre,65536,0,init,0,0,ddn_nvme,1,raid0,65536,536870912,65536,init,0,154,ddn_hdd,1,raid0,1048576,2,2
LUSTRE,0,11659649845868972630,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/dftracer/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11686285031445338272,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/secrets.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11758907333272401333,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pyarrow/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11823789199642815581,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/omegaconf/__pycache__/grammar_visitor.cpython-39.pyc,/projects,lustre,65536,0,init,0,8,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11831541392568947498,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/io/__pycache__/_util.cpython-39.pyc,/projects,lustre,65536,0,init,0,10,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1184384868407764164,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/random/__pycache__/_pickle.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11885965419878914603,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/arrayprint.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1193386713078494556,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/compat/__pycache__/_optional.cpython-39.pyc,/projects,lustre,65536,0,init,0,10,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11954069294118714411,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/_config/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,2,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,11961610528377828627,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/multiarray.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12031143822564674439,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/inspect.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,536870912,65536,init,0,166,ddn_hdd,1,raid0,1048576,2,2
LUSTRE,0,12049001765744670648,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/_dtype.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12144292256272722053,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/copyreg.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12259243660104351191,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/__pycache__/Parser.cpython-39.pyc,/projects,lustre,65536,0,init,0,8,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12375968285408289308,/projects/bdau/envs/sc2026/lib/python3.9/zoneinfo/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12386779139806733933,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/dateutil/parser/__pycache__/_parser.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12395338528415144732,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/antlr4/__pycache__/RuleContext.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12419632426236090693,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/_strptime.cpython-39.pyc,/projects,lustre,65536,0,init,0,8,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12439368010896615185,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/uuid.cpython-39.pyc,/projects,lustre,65536,0,init,0,8,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12441204379511485350,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/site.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12476518695204437960,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/dlio_benchmark/common/__pycache__/enumerations.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12503203298756326493,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/abc.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12522777044965049496,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/ops/__pycache__/missing.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12552455885643771803,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/arrays/__pycache__/_arrow_string_mixins.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12566077103276396493,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/ma/__pycache__/extras.cpython-39.pyc,/projects,lustre,65536,0,init,0,10,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,1258075819492845761,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/lib/__pycache__/_iotools.cpython-39.pyc,/projects,lustre,65536,0,init,0,0,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12581959596674889407,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/omegaconf/__pycache__/basecontainer.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12616771123319400676,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/__pycache__/missing.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12677581267064279237,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/mpi4py/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,21,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12678462908909415535,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/hydra/_internal/__pycache__/config_search_path_impl.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12686353665510964572,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/bottleneck/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12707194159386924544,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/util/__pycache__/_validators.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12762449298053164434,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_typing/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,2,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,128345452978990288,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/numbers.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12881403629966980834,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,0,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12903030865994740531,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/omegaconf/resolvers/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12934155064070431574,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/yaml/__pycache__/tokens.cpython-39.pyc,/projects,lustre,65536,0,init,0,9,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12936407171276537800,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/hydra/_internal/grammar/__pycache__/grammar_functions.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,12997747735878241060,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/hydra/core/override_parser/__pycache__/overrides_parser.cpython-39.pyc,/projects,lustre,65536,0,init,0,23,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13001001517804713018,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/cloudpickle/__pycache__/cloudpickle.cpython-39.pyc,/projects,lustre,65536,0,init,0,29,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13031340581382381589,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/dlio_benchmark/common/__pycache__/constants.cpython-39.pyc,/projects,lustre,65536,0,init,0,2,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13066595633336134995,/projects/bdau/envs/sc2026/lib/python3.9/__pycache__/socketserver.cpython-39.pyc,/projects,lustre,65536,0,init,0,11,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13138083853455826061,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/yaml/__pycache__/resolver.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13169179126791270370,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/dateutil/__pycache__/_version.cpython-39.pyc,/projects,lustre,65536,0,init,0,3,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13185313783309328268,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/pandas/core/ops/__pycache__/mask_ops.cpython-39.pyc,/projects,lustre,65536,0,init,0,1,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13216037700030203242,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_core/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,3,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13224536050485011239,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/yaml/__pycache__/cyaml.cpython-39.pyc,/projects,lustre,65536,0,init,0,22,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13275039627056915716,/projects/bdau/envs/sc2026/lib/python3.9/zoneinfo/__pycache__/_common.cpython-39.pyc,/projects,lustre,65536,0,init,0,24,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
LUSTRE,0,13289137389210724628,/projects/bdau/envs/sc2026/lib/python3.9/site-packages/numpy/_utils/__pycache__/__init__.cpython-39.pyc,/projects,lustre,65536,0,init,0,21,ddn_nvme,1,raid0,65536,,,,,,,,,,1,1
